instant,dteday,season_hour,yr_hour,mnth_hour,hr,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,season_day,yr_day,mnth_day,holiday_day,weekday_day,workingday_day,weathersit_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,cnt_day,month
15397,2012-10-08,4,1,10,17,1,1,0,2,0.42,0.4242,0.66,0.2537,81,416,497.0,4,1,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,874,4604,5478.0,2012-10
15398,2012-10-08,4,1,10,18,1,1,0,2,0.42,0.4242,0.66,0.2836,41,415,456.0,4,1,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,874,4604,5478.0,2012-10
15399,2012-10-08,4,1,10,19,1,1,0,2,0.4,0.4091,0.71,0.2537,38,333,371.0,4,1,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,874,4604,5478.0,2012-10
15400,2012-10-08,4,1,10,20,1,1,0,3,0.4,0.4091,0.71,0.2239,20,207,227.0,4,1,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,874,4604,5478.0,2012-10
15401,2012-10-08,4,1,10,21,1,1,0,2,0.4,0.4091,0.76,0.2239,17,134,151.0,4,1,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,874,4604,5478.0,2012-10
15402,2012-10-08,4,1,10,22,1,1,0,3,0.4,0.4091,0.76,0.2537,6,101,107.0,4,1,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,874,4604,5478.0,2012-10
15403,2012-10-08,4,1,10,23,1,1,0,2,0.4,0.4091,0.71,0.2239,9,60,69.0,4,1,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,874,4604,5478.0,2012-10
15404,2012-10-09,4,1,10,0,0,2,1,2,0.38,0.3939,0.82,0.2239,9,22,31.0,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392.0,2012-10
15405,2012-10-09,4,1,10,1,0,2,1,3,0.36,0.3485,0.87,0.2239,0,13,13.0,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392.0,2012-10
15406,2012-10-09,4,1,10,2,0,2,1,3,0.36,0.3333,0.87,0.2537,2,5,7.0,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392.0,2012-10
15407,2012-10-09,4,1,10,3,0,2,1,3,0.36,0.3333,0.87,0.2836,0,3,3.0,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392.0,2012-10
15408,2012-10-09,4,1,10,4,0,2,1,3,0.36,0.3485,0.87,0.1642,1,6,7.0,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392.0,2012-10
15409,2012-10-09,4,1,10,5,0,2,1,2,0.38,0.3939,0.82,0.194,0,19,19.0,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392.0,2012-10
15410,2012-10-09,4,1,10,6,0,2,1,2,0.38,0.3939,0.82,0.2537,2,141,143.0,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392.0,2012-10
15411,2012-10-09,4,1,10,7,0,2,1,1,0.38,0.3939,0.83,0.2537,5,357,362.0,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392.0,2012-10
15412,2012-10-09,4,1,10,8,0,2,1,2,0.42,0.4242,0.8,0.194,15,698,642.5,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392.0,2012-10
15413,2012-10-09,4,1,10,9,0,2,1,2,0.42,0.4242,0.77,0.2239,37,345,382.0,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392.0,2012-10
15414,2012-10-09,4,1,10,10,0,2,1,2,0.44,0.4394,0.75,0.2239,33,131,164.0,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392.0,2012-10
15415,2012-10-09,4,1,10,11,0,2,1,2,0.48,0.4697,0.69,0.194,37,156,193.0,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392.0,2012-10
15416,2012-10-09,4,1,10,12,0,2,1,2,0.48,0.4697,0.69,0.194,43,217,260.0,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392.0,2012-10
15417,2012-10-09,4,1,10,13,0,2,1,2,0.5,0.4848,0.67,0.1343,54,184,238.0,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392.0,2012-10
15418,2012-10-09,4,1,10,14,0,2,1,2,0.54,0.5152,0.64,0.194,43,201,244.0,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392.0,2012-10
15419,2012-10-09,4,1,10,15,0,2,1,2,0.52,0.5,0.63,0.1642,59,195,254.0,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392.0,2012-10
15420,2012-10-09,4,1,10,16,0,2,1,2,0.5,0.4848,0.72,0.1642,70,354,424.0,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392.0,2012-10
15421,2012-10-09,4,1,10,17,0,2,1,2,0.52,0.5,0.68,0.1642,73,733,642.5,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392.0,2012-10
15422,2012-10-09,4,1,10,18,0,2,1,2,0.5,0.4848,0.72,0.2239,26,758,642.5,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392.0,2012-10
15423,2012-10-09,4,1,10,19,0,2,1,2,0.5,0.4848,0.72,0.1642,31,483,514.0,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392.0,2012-10
15424,2012-10-09,4,1,10,20,0,2,1,2,0.5,0.4848,0.72,0.1642,30,330,360.0,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392.0,2012-10
15425,2012-10-09,4,1,10,21,0,2,1,2,0.48,0.4697,0.77,0.1343,16,209,225.0,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392.0,2012-10
15426,2012-10-09,4,1,10,22,0,2,1,2,0.48,0.4697,0.77,0.0896,7,155,162.0,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392.0,2012-10
15427,2012-10-09,4,1,10,23,0,2,1,2,0.48,0.4697,0.77,0.0896,8,76,84.0,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392.0,2012-10
15428,2012-10-10,4,1,10,0,0,3,1,2,0.46,0.4545,0.88,0.0896,0,33,33.0,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691.0,2012-10
15429,2012-10-10,4,1,10,1,0,3,1,2,0.46,0.4545,0.88,0.0,2,6,8.0,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691.0,2012-10
15430,2012-10-10,4,1,10,2,0,3,1,2,0.46,0.4545,0.88,0.0,2,6,8.0,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691.0,2012-10
15431,2012-10-10,4,1,10,3,0,3,1,2,0.46,0.4545,0.88,0.0,0,6,6.0,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691.0,2012-10
15432,2012-10-10,4,1,10,4,0,3,1,2,0.46,0.4545,0.88,0.1045,0,6,6.0,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691.0,2012-10
15433,2012-10-10,4,1,10,5,0,3,1,2,0.46,0.4545,0.88,0.0896,2,38,40.0,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691.0,2012-10
15434,2012-10-10,4,1,10,6,0,3,1,2,0.46,0.4545,0.88,0.0896,3,172,175.0,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691.0,2012-10
15435,2012-10-10,4,1,10,7,0,3,1,1,0.46,0.4545,0.82,0.1045,9,498,507.0,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691.0,2012-10
15436,2012-10-10,4,1,10,8,0,3,1,1,0.5,0.4848,0.77,0.1642,33,806,642.5,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691.0,2012-10
15437,2012-10-10,4,1,10,9,0,3,1,1,0.54,0.5152,0.6,0.2836,35,331,366.0,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691.0,2012-10
15438,2012-10-10,4,1,10,10,0,3,1,1,0.56,0.5303,0.52,0.2985,27,190,217.0,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691.0,2012-10
15439,2012-10-10,4,1,10,11,0,3,1,1,0.54,0.5152,0.52,0.194,53,238,291.0,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691.0,2012-10
15440,2012-10-10,4,1,10,12,0,3,1,1,0.54,0.5152,0.56,0.2239,78,312,390.0,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691.0,2012-10
15441,2012-10-10,4,1,10,13,0,3,1,1,0.56,0.5303,0.49,0.0,60,237,297.0,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691.0,2012-10
15442,2012-10-10,4,1,10,14,0,3,1,1,0.6,0.6212,0.4,0.1642,63,208,271.0,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691.0,2012-10
15443,2012-10-10,4,1,10,15,0,3,1,1,0.6,0.6212,0.4,0.1642,58,261,319.0,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691.0,2012-10
15444,2012-10-10,4,1,10,16,0,3,1,1,0.6,0.6212,0.4,0.2239,92,474,566.0,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691.0,2012-10
15445,2012-10-10,4,1,10,17,0,3,1,1,0.58,0.5455,0.43,0.2239,91,857,642.5,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691.0,2012-10
15446,2012-10-10,4,1,10,18,0,3,1,2,0.56,0.5303,0.49,0.1642,57,787,642.5,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691.0,2012-10
15447,2012-10-10,4,1,10,19,0,3,1,2,0.56,0.5303,0.46,0.4775,32,534,566.0,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691.0,2012-10
15448,2012-10-10,4,1,10,20,0,3,1,1,0.52,0.5,0.48,0.4775,21,371,392.0,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691.0,2012-10
15449,2012-10-10,4,1,10,21,0,3,1,1,0.5,0.4848,0.51,0.3582,18,251,269.0,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691.0,2012-10
15450,2012-10-10,4,1,10,22,0,3,1,1,0.46,0.4545,0.55,0.2985,27,170,197.0,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691.0,2012-10
15451,2012-10-10,4,1,10,23,0,3,1,1,0.44,0.4394,0.58,0.194,17,119,136.0,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691.0,2012-10
15452,2012-10-11,4,1,10,0,0,4,1,1,0.44,0.4394,0.51,0.1343,1,41,42.0,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570.0,2012-10
15453,2012-10-11,4,1,10,1,0,4,1,1,0.44,0.4394,0.47,0.194,1,10,11.0,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570.0,2012-10
15454,2012-10-11,4,1,10,2,0,4,1,1,0.42,0.4242,0.5,0.1343,4,7,11.0,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570.0,2012-10
15455,2012-10-11,4,1,10,3,0,4,1,1,0.42,0.4242,0.47,0.2985,0,3,3.0,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570.0,2012-10
15456,2012-10-11,4,1,10,4,0,4,1,1,0.4,0.4091,0.5,0.2537,0,10,10.0,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570.0,2012-10
15457,2012-10-11,4,1,10,5,0,4,1,1,0.36,0.3485,0.5,0.1642,0,42,42.0,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570.0,2012-10
15458,2012-10-11,4,1,10,6,0,4,1,1,0.36,0.3485,0.5,0.1642,1,158,159.0,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570.0,2012-10
15459,2012-10-11,4,1,10,7,0,4,1,1,0.36,0.3333,0.5,0.2537,11,467,478.0,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570.0,2012-10
15460,2012-10-11,4,1,10,8,0,4,1,1,0.38,0.3939,0.46,0.3881,25,773,642.5,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570.0,2012-10
15461,2012-10-11,4,1,10,9,0,4,1,1,0.4,0.4091,0.43,0.3881,27,328,355.0,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570.0,2012-10
15462,2012-10-11,4,1,10,10,0,4,1,1,0.44,0.4394,0.41,0.3582,39,165,204.0,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570.0,2012-10
15463,2012-10-11,4,1,10,11,0,4,1,1,0.46,0.4545,0.36,0.0,76,175,251.0,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570.0,2012-10
15464,2012-10-11,4,1,10,12,0,4,1,1,0.46,0.4545,0.36,0.0,47,279,326.0,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570.0,2012-10
15465,2012-10-11,4,1,10,13,0,4,1,1,0.5,0.4848,0.31,0.1045,48,243,291.0,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570.0,2012-10
15466,2012-10-11,4,1,10,14,0,4,1,1,0.52,0.5,0.32,0.0896,78,270,348.0,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570.0,2012-10
15467,2012-10-11,4,1,10,15,0,4,1,1,0.52,0.5,0.34,0.1642,102,358,460.0,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570.0,2012-10
15468,2012-10-11,4,1,10,16,0,4,1,1,0.5,0.4848,0.36,0.1343,68,413,481.0,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570.0,2012-10
15469,2012-10-11,4,1,10,17,0,4,1,1,0.5,0.4848,0.39,0.2836,90,737,642.5,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570.0,2012-10
15470,2012-10-11,4,1,10,18,0,4,1,1,0.46,0.4545,0.44,0.1642,64,628,642.5,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570.0,2012-10
15471,2012-10-11,4,1,10,19,0,4,1,1,0.44,0.4394,0.51,0.1343,81,662,642.5,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570.0,2012-10
15472,2012-10-11,4,1,10,20,0,4,1,1,0.42,0.4242,0.62,0.1642,27,388,415.0,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570.0,2012-10
15473,2012-10-11,4,1,10,21,0,4,1,1,0.42,0.4242,0.62,0.1343,24,236,260.0,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570.0,2012-10
15474,2012-10-11,4,1,10,22,0,4,1,1,0.4,0.4091,0.66,0.1642,10,167,177.0,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570.0,2012-10
15475,2012-10-11,4,1,10,23,0,4,1,1,0.42,0.4242,0.58,0.0896,10,176,186.0,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570.0,2012-10
15476,2012-10-12,4,1,10,0,0,5,1,1,0.4,0.4091,0.66,0.1045,8,60,68.0,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282.0,2012-10
15477,2012-10-12,4,1,10,1,0,5,1,1,0.4,0.4091,0.66,0.0896,8,29,37.0,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282.0,2012-10
15478,2012-10-12,4,1,10,2,0,5,1,1,0.4,0.4091,0.66,0.0896,0,16,16.0,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282.0,2012-10
15479,2012-10-12,4,1,10,3,0,5,1,1,0.36,0.3636,0.76,0.0896,0,6,6.0,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282.0,2012-10
15480,2012-10-12,4,1,10,4,0,5,1,1,0.36,0.3636,0.76,0.1045,0,8,8.0,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282.0,2012-10
15481,2012-10-12,4,1,10,5,0,5,1,1,0.36,0.3636,0.81,0.0896,2,33,35.0,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282.0,2012-10
15482,2012-10-12,4,1,10,6,0,5,1,1,0.34,0.3485,0.81,0.0896,3,140,143.0,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282.0,2012-10
15483,2012-10-12,4,1,10,7,0,5,1,1,0.36,0.3636,0.81,0.0896,8,384,392.0,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282.0,2012-10
15484,2012-10-12,4,1,10,8,0,5,1,1,0.42,0.4242,0.71,0.0896,34,711,642.5,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282.0,2012-10
15485,2012-10-12,4,1,10,9,0,5,1,1,0.5,0.4848,0.39,0.2985,26,374,400.0,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282.0,2012-10
15486,2012-10-12,4,1,10,10,0,5,1,1,0.52,0.5,0.36,0.2985,75,200,275.0,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282.0,2012-10
15487,2012-10-12,4,1,10,11,0,5,1,1,0.54,0.5152,0.37,0.3582,61,252,313.0,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282.0,2012-10
15488,2012-10-12,4,1,10,12,0,5,1,1,0.54,0.5152,0.39,0.4627,75,312,387.0,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282.0,2012-10
15489,2012-10-12,4,1,10,13,0,5,1,1,0.56,0.5303,0.37,0.3881,81,300,381.0,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282.0,2012-10
15490,2012-10-12,4,1,10,14,0,5,1,1,0.56,0.5303,0.37,0.4627,109,262,371.0,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282.0,2012-10
15491,2012-10-12,4,1,10,15,0,5,1,1,0.52,0.5,0.42,0.4478,138,317,455.0,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282.0,2012-10
15492,2012-10-12,4,1,10,16,0,5,1,1,0.46,0.4545,0.41,0.3582,108,412,520.0,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282.0,2012-10
15493,2012-10-12,4,1,10,17,0,5,1,1,0.46,0.4545,0.38,0.3881,131,706,642.5,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282.0,2012-10
15494,2012-10-12,4,1,10,18,0,5,1,1,0.44,0.4394,0.38,0.2985,76,566,642.0,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282.0,2012-10
15495,2012-10-12,4,1,10,19,0,5,1,1,0.42,0.4242,0.41,0.2239,40,453,493.0,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282.0,2012-10
15496,2012-10-12,4,1,10,20,0,5,1,1,0.42,0.4242,0.47,0.1343,28,280,308.0,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282.0,2012-10
15497,2012-10-12,4,1,10,21,0,5,1,1,0.4,0.4091,0.54,0.194,21,169,190.0,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282.0,2012-10
15498,2012-10-12,4,1,10,22,0,5,1,1,0.4,0.4091,0.47,0.2985,17,143,160.0,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282.0,2012-10
15499,2012-10-12,4,1,10,23,0,5,1,1,0.36,0.3485,0.57,0.194,11,89,100.0,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282.0,2012-10
15500,2012-10-13,4,1,10,0,0,6,0,1,0.36,0.3636,0.57,0.0896,31,218,249.0,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109.0,2012-10
15501,2012-10-13,4,1,10,1,0,6,0,1,0.34,0.3333,0.53,0.1343,23,123,146.0,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109.0,2012-10
15502,2012-10-13,4,1,10,2,0,6,0,1,0.34,0.3333,0.53,0.194,7,60,67.0,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109.0,2012-10
15503,2012-10-13,4,1,10,3,0,6,0,1,0.32,0.303,0.66,0.2239,2,13,15.0,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109.0,2012-10
15504,2012-10-13,4,1,10,4,0,6,0,1,0.3,0.303,0.65,0.1642,2,9,11.0,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109.0,2012-10
15505,2012-10-13,4,1,10,5,0,6,0,1,0.3,0.2879,0.61,0.194,0,11,11.0,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109.0,2012-10
15506,2012-10-13,4,1,10,6,0,6,0,1,0.3,0.2879,0.61,0.194,5,23,28.0,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109.0,2012-10
15507,2012-10-13,4,1,10,7,0,6,0,1,0.3,0.303,0.61,0.1642,10,60,70.0,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109.0,2012-10
15508,2012-10-13,4,1,10,8,0,6,0,1,0.34,0.3485,0.53,0.1045,23,151,174.0,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109.0,2012-10
15509,2012-10-13,4,1,10,9,0,6,0,1,0.36,0.3636,0.5,0.0896,46,220,266.0,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109.0,2012-10
15510,2012-10-13,4,1,10,10,0,6,0,1,0.4,0.4091,0.43,0.0,82,265,347.0,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109.0,2012-10
15511,2012-10-13,4,1,10,11,0,6,0,1,0.42,0.4242,0.35,0.1343,192,335,527.0,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109.0,2012-10
15512,2012-10-13,4,1,10,12,0,6,0,1,0.44,0.4394,0.35,0.0,202,371,573.0,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109.0,2012-10
15513,2012-10-13,4,1,10,13,0,6,0,1,0.46,0.4545,0.36,0.194,235,435,642.5,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109.0,2012-10
15514,2012-10-13,4,1,10,14,0,6,0,1,0.48,0.4697,0.33,0.194,243,354,597.0,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109.0,2012-10
15515,2012-10-13,4,1,10,15,0,6,0,1,0.5,0.4848,0.36,0.194,251,364,615.0,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109.0,2012-10
15516,2012-10-13,4,1,10,16,0,6,0,1,0.5,0.4848,0.31,0.194,294,343,637.0,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109.0,2012-10
15517,2012-10-13,4,1,10,17,0,6,0,1,0.46,0.4545,0.38,0.1642,193,335,528.0,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109.0,2012-10
15518,2012-10-13,4,1,10,18,0,6,0,1,0.46,0.4545,0.44,0.1343,174,299,473.0,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109.0,2012-10
15519,2012-10-13,4,1,10,19,0,6,0,1,0.44,0.4394,0.44,0.1642,73,259,332.0,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109.0,2012-10
15520,2012-10-13,4,1,10,20,0,6,0,1,0.4,0.4091,0.54,0.0896,57,198,255.0,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109.0,2012-10
15521,2012-10-13,4,1,10,21,0,6,0,1,0.4,0.4091,0.58,0.194,47,157,204.0,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109.0,2012-10
15522,2012-10-13,4,1,10,22,0,6,0,1,0.4,0.4091,0.62,0.0,33,156,189.0,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109.0,2012-10
15523,2012-10-13,4,1,10,23,0,6,0,1,0.42,0.4242,0.58,0.2985,27,98,125.0,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109.0,2012-10
15524,2012-10-14,4,1,10,0,0,0,0,1,0.4,0.4091,0.71,0.2537,8,103,111.0,4,1,10,0,0,0,1,0.521667,0.508204,0.640417,0.278612,2080,4559,6639.0,2012-10
15525,2012-10-14,4,1,10,1,0,0,0,1,0.42,0.4242,0.77,0.2836,16,96,112.0,4,1,10,0,0,0,1,0.521667,0.508204,0.640417,0.278612,2080,4559,6639.0,2012-10
15526,2012-10-14,4,1,10,2,0,0,0,1,0.4,0.4091,0.76,0.0896,8,58,66.0,4,1,10,0,0,0,1,0.521667,0.508204,0.640417,0.278612,2080,4559,6639.0,2012-10
15527,2012-10-14,4,1,10,3,0,0,0,1,0.42,0.4242,0.77,0.2985,3,25,28.0,4,1,10,0,0,0,1,0.521667,0.508204,0.640417,0.278612,2080,4559,6639.0,2012-10
15528,2012-10-14,4,1,10,4,0,0,0,1,0.42,0.4242,0.77,0.2836,2,10,12.0,4,1,10,0,0,0,1,0.521667,0.508204,0.640417,0.278612,2080,4559,6639.0,2012-10
15529,2012-10-14,4,1,10,5,0,0,0,1,0.4,0.4091,0.82,0.194,5,6,11.0,4,1,10,0,0,0,1,0.521667,0.508204,0.640417,0.278612,2080,4559,6639.0,2012-10
15530,2012-10-14,4,1,10,6,0,0,0,1,0.4,0.4091,0.82,0.1642,4,20,24.0,4,1,10,0,0,0,1,0.521667,0.508204,0.640417,0.278612,2080,4559,6639.0,2012-10
15531,2012-10-14,4,1,10,7,0,0,0,1,0.42,0.4242,0.82,0.2239,7,44,51.0,4,1,10,0,0,0,1,0.521667,0.508204,0.640417,0.278612,2080,4559,6639.0,2012-10
15532,2012-10-14,4,1,10,8,0,0,0,1,0.44,0.4394,0.77,0.194,28,104,132.0,4,1,10,0,0,0,1,0.521667,0.508204,0.640417,0.278612,2080,4559,6639.0,2012-10
